step,bf16|advantage/_max,bf16|advantage/_mean,bf16|advantage/_min,bf16|advantage/_std,bf16|advantage/_sum,bf16|bit_wise/logprob_diff/max,bf16|bit_wise/logprob_diff/mean,bf16|bit_wise/ratio_tokens_different/mean,bf16|generator/decode_time_ms/max,bf16|generator/decode_time_ms/mean,bf16|generator/inflight_requests_at_completion/max,bf16|generator/inflight_requests_at_completion/mean,bf16|generator/inter_token_latency_ms/max,bf16|generator/inter_token_latency_ms/mean,bf16|generator/num_cached_tokens/max,bf16|generator/num_cached_tokens/mean,bf16|generator/prefill_time_ms/max,bf16|generator/prefill_time_ms/mean,bf16|generator/queue_time_ms/max,bf16|generator/queue_time_ms/mean,bf16|generator/time_to_first_token_ms/max,bf16|generator/time_to_first_token_ms/mean,bf16|loss/generator_logprob_nan_frac,bf16|loss/mean,bf16|loss/ratio_clipped_frac,bf16|loss/ratio_mean,bf16|perf/trainer/step_time_ratio/batch,bf16|perf/trainer/step_time_ratio/blocking_generator_pull_model_state_dict,bf16|perf/trainer/step_time_ratio/blocking_trainer_push_model_state_dict,bf16|perf/trainer/step_time_ratio/fwd_bwd,bf16|perf/trainer/step_time_ratio/unaccounted,bf16|perf/trainer/tokens_per_second_full_step,bf16|perf/trainer/tokens_per_second_fwd_bwd,bf16|rollout/branches_per_rollout/max,bf16|rollout/branches_per_rollout/mean,bf16|rollout/max_policy_version/max,bf16|rollout/min_policy_version/min,bf16|rollout/num_turns/max,bf16|rollout/num_turns/mean,bf16|rollout/output_tokens/max,bf16|rollout/output_tokens/mean,bf16|rollout/output_tokens/std,bf16|rollout/prompt_length/max,bf16|rollout/prompt_length/mean,bf16|rollout/response_length/max,bf16|rollout/response_length/mean,bf16|rollout/total_length/max,bf16|rollout/total_length/mean,bf16|rollout/truncation_rate/mean,bf16|rollout_buffer/active_slots_in_use_peak,bf16|rollout_buffer/available_active_slots,bf16|rollout_buffer/num_groups_finalized,bf16|rollout_buffer/num_groups_inflight,bf16|rollout_buffer/num_groups_waiting,bf16|rollout_reward/_max,bf16|rollout_reward/_mean,bf16|rollout_reward/_min,bf16|rollout_reward/_std,bf16|rollout_reward/_sum,bf16|rollout_reward/component/RewardMathVerify/mean,bf16|rollout_reward/group_zero_std_frac/mean,bf16|timing/step/blocking_generator_pull_model_state_dict/mean,bf16|timing/step/blocking_trainer_push_model_state_dict/mean,bf16|timing/step/forward_backward/mean,bf16|timing/step/optim/mean,bf16|timing/step/total/mean,bf16|timing/step/wait_for_training_batch/mean,bf16|timing/weight_sync/generator_pull_model_state_dict,bf16|timing/weight_sync/trainer_push_model_state_dict,bf16|train_batch/num_metric_only_groups,bf16|train_batch/num_microbatches,bf16|train_batch/num_rollout_groups,bf16|train_batch/num_training_samples,bf16|train_batch/padding_frac,bf16|train_batch/policy_age/mean,bf16|train_batch/policy_age_max,bf16|trainer/entropy/mean,bf16|trainer/grad_norm/mean,bf16|trainer/lr,bf16|trainer/policy_version,bf16|training_sample_builder/num_training_samples/sum,nvfp4|advantage/_max,nvfp4|advantage/_mean,nvfp4|advantage/_min,nvfp4|advantage/_std,nvfp4|advantage/_sum,nvfp4|bit_wise/logprob_diff/max,nvfp4|bit_wise/logprob_diff/mean,nvfp4|bit_wise/ratio_tokens_different/mean,nvfp4|generator/decode_time_ms/max,nvfp4|generator/decode_time_ms/mean,nvfp4|generator/inflight_requests_at_completion/max,nvfp4|generator/inflight_requests_at_completion/mean,nvfp4|generator/inter_token_latency_ms/max,nvfp4|generator/inter_token_latency_ms/mean,nvfp4|generator/num_cached_tokens/max,nvfp4|generator/num_cached_tokens/mean,nvfp4|generator/prefill_time_ms/max,nvfp4|generator/prefill_time_ms/mean,nvfp4|generator/queue_time_ms/max,nvfp4|generator/queue_time_ms/mean,nvfp4|generator/time_to_first_token_ms/max,nvfp4|generator/time_to_first_token_ms/mean,nvfp4|loss/generator_logprob_nan_frac,nvfp4|loss/mean,nvfp4|loss/ratio_clipped_frac,nvfp4|loss/ratio_mean,nvfp4|perf/trainer/step_time_ratio/batch,nvfp4|perf/trainer/step_time_ratio/blocking_generator_pull_model_state_dict,nvfp4|perf/trainer/step_time_ratio/blocking_trainer_push_model_state_dict,nvfp4|perf/trainer/step_time_ratio/fwd_bwd,nvfp4|perf/trainer/step_time_ratio/unaccounted,nvfp4|perf/trainer/tokens_per_second_full_step,nvfp4|perf/trainer/tokens_per_second_fwd_bwd,nvfp4|rollout/branches_per_rollout/max,nvfp4|rollout/branches_per_rollout/mean,nvfp4|rollout/max_policy_version/max,nvfp4|rollout/min_policy_version/min,nvfp4|rollout/num_turns/max,nvfp4|rollout/num_turns/mean,nvfp4|rollout/output_tokens/max,nvfp4|rollout/output_tokens/mean,nvfp4|rollout/output_tokens/std,nvfp4|rollout/prompt_length/max,nvfp4|rollout/prompt_length/mean,nvfp4|rollout/response_length/max,nvfp4|rollout/response_length/mean,nvfp4|rollout/total_length/max,nvfp4|rollout/total_length/mean,nvfp4|rollout/truncation_rate/mean,nvfp4|rollout_buffer/active_slots_in_use_peak,nvfp4|rollout_buffer/available_active_slots,nvfp4|rollout_buffer/num_groups_finalized,nvfp4|rollout_buffer/num_groups_inflight,nvfp4|rollout_buffer/num_groups_waiting,nvfp4|rollout_reward/_max,nvfp4|rollout_reward/_mean,nvfp4|rollout_reward/_min,nvfp4|rollout_reward/_std,nvfp4|rollout_reward/_sum,nvfp4|rollout_reward/component/RewardMathVerify/mean,nvfp4|rollout_reward/group_zero_std_frac/mean,nvfp4|timing/step/blocking_generator_pull_model_state_dict/mean,nvfp4|timing/step/blocking_trainer_push_model_state_dict/mean,nvfp4|timing/step/forward_backward/mean,nvfp4|timing/step/optim/mean,nvfp4|timing/step/total/mean,nvfp4|timing/step/wait_for_training_batch/mean,nvfp4|timing/weight_sync/generator_pull_model_state_dict,nvfp4|timing/weight_sync/trainer_push_model_state_dict,nvfp4|train_batch/num_metric_only_groups,nvfp4|train_batch/num_microbatches,nvfp4|train_batch/num_rollout_groups,nvfp4|train_batch/num_training_samples,nvfp4|train_batch/padding_frac,nvfp4|train_batch/policy_age/mean,nvfp4|train_batch/policy_age_max,nvfp4|trainer/entropy/mean,nvfp4|trainer/grad_norm/mean,nvfp4|trainer/lr,nvfp4|trainer/policy_version,nvfp4|training_sample_builder/num_training_samples/sum
79,2.6457433700561523,6.938893903907228e-18,-1.7320468425750732,0.6123707294464111,4.440892098500626e-16,0.8754730224609375,-0.0006663320236839354,0.5261101722717285,365280.1875,287070.5,64.0,32.5,180.7652587890625,177.6498565673828,256.0,113.5,355.7211608886719,333.918212890625,1.4394780397415161,0.8596023917198181,357.4998474121094,335.4493103027344,0.0,0.018413420766592026,0.003198945429176092,0.999803900718689,0.9407326579093933,2.242529362206369e-08,3.690326266791999e-08,0.05926471948623657,2.535703060857486e-06,253.6597442626953,4280.11376953125,1.0,1.0,78.0,78.0,1.0,1.0,2048.0,1611.859375,445.2363586425781,259.0,146.625,2048.0,1611.859375,2275.0,1758.484375,0.328125,8.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.33071890473365784,8.0,0.125,0.625,9.119976311922073e-06,1.5007914043962955e-05,24.03742218017578,0.06450821459293365,406.6825866699219,382.57958984375,3.1640522480010986,0.41299259662628174,0.0,19.0,8.0,64.0,0.27735018730163574,0.0,0.0,0.26385030150413513,0.119140625,9.999999974752427e-07,79.0,64.0,1.7320468425750732,-1.3877787807814457e-17,-0.5773489475250244,0.4999988377094269,-8.881784197001252e-16,2.425142288208008,-0.0024566680658608675,0.5671341419219971,581708.1875,461497.78125,64.0,32.5,299.1034240722656,284.9202880859375,256.0,113.5,549.8834228515625,532.6709594726562,4.283431053161621,2.3695719242095947,552.7615356445312,537.1064453125,0.0,0.03177555650472641,0.01794222742319107,0.9993309378623962,0.9361536502838135,1.5427414012947338e-08,2.6033767142052966e-08,0.06384453922510147,1.7505439018350444e-06,164.75521850585938,2580.56884765625,1.0,1.0,78.0,78.0,1.0,1.0,2048.0,1623.265625,441.5592041015625,259.0,146.625,2048.0,1623.265625,2205.0,1769.890625,0.421875,8.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.24206146597862244,4.0,0.0625,0.75,9.727998985908926e-06,1.6416001017205417e-05,40.200740814208984,0.05743758752942085,630.5657348632812,590.3064575195312,2.9695162773132324,0.3146154284477234,0.0,20.0,8.0,64.0,0.3090271055698395,0.0,0.0,0.26407045125961304,0.0771484375,9.999999974752427e-07,79.0,64.0
80,1.2909917831420898,-1.734723475976807e-18,-0.7745950818061829,0.3535526692867279,-1.1102230246251565e-16,2.316235065460205,-0.0006021620356477797,0.4360751211643219,362321.09375,264823.75,64.0,32.5,179.29022216796875,176.40298461914062,240.0,119.5,351.0750732421875,340.32470703125,2.1503212451934814,0.8824347853660583,352.0777282714844,341.8696594238281,0.0,-0.002747165970504284,0.0027716418262571096,0.9998039603233337,0.9378842711448669,1.6553302728539165e-08,3.255692249126696e-08,0.06211330369114876,2.3593906917085405e-06,235.2832794189453,3787.96923828125,1.0,1.0,79.0,79.0,1.0,1.0,2048.0,1499.5625,593.8364868164062,248.0,156.375,2048.0,1499.5625,2296.0,1655.9375,0.46875,8.0,0.0,0.0,0.0,0.0,1.0,0.046875,0.0,0.21137107908725739,3.0,0.046875,0.875,6.752088665962219e-06,1.3279961422085762e-05,25.27200698852539,0.06399698555469513,407.8997802734375,382.56280517578125,3.2136452198028564,0.40801751613616943,0.0,20.0,8.0,64.0,0.3535400331020355,0.0,0.0,0.20847463607788086,0.05615234375,9.999999974752427e-07,80.0,64.0,0.0,0.0,0.0,0.0,0.0,3.055673599243164,-0.0026285448111593723,0.4568401277065277,589564.9375,426952.96875,64.0,32.5,320.3586730957031,294.53369140625,240.0,119.5,555.3425903320312,554.9851684570312,5.316576957702637,2.877591848373413,560.7741088867188,560.1388549804688,0.0,0.0,0.016415460035204887,0.999073326587677,0.9374884366989136,1.5135217523720712e-08,2.1197758215407703e-08,0.06250983476638794,1.7159364915642072e-06,146.92625427246094,2350.4501953125,1.0,1.0,79.0,79.0,1.0,1.0,2048.0,1465.84375,604.7487182617188,248.0,156.375,2048.0,1465.84375,2296.0,1622.21875,0.4375,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.663999662734568e-06,1.353499828837812e-05,39.85643768310547,0.056764546781778336,638.5108032226562,598.5964965820312,2.968095541000366,0.9256439805030823,0.0,20.0,8.0,64.0,0.36671143770217896,0.0,0.0,0.19278287887573242,0.0,9.999999974752427e-07,80.0,64.0
81,2.6457433700561523,-5.204170427930421e-18,-1.2909917831420898,0.6123709082603455,-3.3306690738754696e-16,0.6726189255714417,-0.0005934712826274335,0.5573444962501526,380165.25,261229.546875,64.0,32.5,194.55494689941406,187.8086700439453,272.0,110.5,360.2786560058594,349.5245361328125,2.288655996322632,0.9396542906761169,361.59326171875,351.1138000488281,0.0,-0.010465114377439022,0.002878661034628749,0.9998777508735657,0.9491919279098511,1.7049140765834636e-08,2.8187992384687277e-08,0.05080581083893776,2.195787146774819e-06,212.22808837890625,4177.24072265625,1.0,1.0,80.0,80.0,1.0,1.0,2048.0,1400.390625,550.494384765625,286.0,148.625,2048.0,1400.390625,2334.0,1549.015625,0.28125,8.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.4330126941204071,16.0,0.25,0.625,7.1999384090304375e-06,1.1903932318091393e-05,21.390350341796875,0.06520062685012817,422.3050842285156,400.84857177734375,3.1794238090515137,0.4121515154838562,0.0,17.0,8.0,64.0,0.2885957658290863,0.0,0.0,0.3105877935886383,0.2109375,9.999999974752427e-07,81.0,64.0,2.6457433700561523,-6.938893903907228e-18,-1.2909917831420898,0.7071051001548767,-4.440892098500626e-16,4.532613277435303,-0.002233110135421157,0.6096628904342651,558808.25,371480.21875,64.0,32.5,276.2615966796875,270.2627258300781,272.0,110.5,558.4439086914062,552.0355834960938,5.417760848999023,3.0008671283721924,561.0809326171875,557.2567138671875,0.0,0.013740736059844494,0.01950548216700554,0.9995648264884949,0.941893994808197,1.6834674099186486e-08,2.1561129770475418e-08,0.058104220777750015,1.7417160051991232e-06,145.91607666015625,2511.28173828125,1.0,1.0,80.0,80.0,1.0,1.0,2048.0,1373.8125,498.3134765625,286.0,148.625,2048.0,1373.8125,2334.0,1522.4375,0.203125,8.0,0.0,0.0,0.0,0.0,1.0,0.171875,0.0,0.37727177143096924,11.0,0.171875,0.5,1.0143994586542249e-05,1.299199357163161e-05,34.94997024536133,0.06163043528795242,602.5655517578125,567.5528564453125,2.9688193798065186,0.31593483686447144,0.0,15.0,8.0,64.0,0.20758463442325592,0.0,0.0,0.3120517432689667,0.158203125,9.999999974752427e-07,81.0,64.0
82,2.6457433700561523,-5.204170427930421e-18,-1.2909917831420898,0.6123709082603455,-3.3306690738754696e-16,1.842305064201355,-0.0006484740297310054,0.5536525249481201,378790.21875,252256.46875,64.0,32.5,193.98179626464844,187.866455078125,192.0,101.5,350.2287292480469,342.7254333496094,1.664180040359497,0.9307733774185181,351.5007629394531,344.3370361328125,0.0,-0.027724018320441246,0.0032078006770461798,0.999889075756073,0.94990074634552,1.7753915670937204e-08,3.7413066422686825e-08,0.050096701830625534,2.4924920580815524e-06,205.61953735351562,4104.45263671875,1.0,1.0,81.0,81.0,1.0,1.0,2048.0,1349.25,530.8348999023438,193.0,133.0,2048.0,1349.25,2194.0,1482.25,0.203125,8.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.33071890473365784,8.0,0.125,0.625,7.455935701727867e-06,1.5711993910372257e-05,20.973499298095703,0.06511669605970383,419.9600830078125,398.92041015625,3.1445841789245605,0.41330453753471375,0.0,16.0,8.0,64.0,0.2767333984375,0.0,0.0,0.3155077397823334,0.1728515625,9.999999974752427e-07,82.0,64.0,0.0,0.0,0.0,0.0,0.0,2.901170253753662,-0.0031329451594501734,0.6065221428871155,581558.5625,380221.03125,64.0,32.5,306.0100402832031,293.9638671875,192.0,101.5,542.6204833984375,538.7083740234375,5.100642204284668,2.763615369796753,545.3331298828125,543.5601806640625,0.0,0.0,0.021259073168039322,0.9988776445388794,0.9509662985801697,1.702132124137279e-08,2.362350493001486e-08,0.049032051116228104,1.6309417105730972e-06,135.03575134277344,2754.0302734375,1.0,1.0,81.0,81.0,1.0,1.0,2048.0,1309.0,553.6032104492188,193.0,133.0,2048.0,1309.0,2194.0,1442.0,0.203125,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.05600047390908e-05,1.4655990526080132e-05,30.361757278442383,0.0576605387032032,620.3986206054688,589.9782104492188,2.8879199028015137,0.32058319449424744,0.0,15.0,8.0,64.0,0.24947915971279144,0.0,0.0,0.325919508934021,0.0,9.999999974752427e-07,82.0,64.0
83,1.7320468425750732,-1.3877787807814457e-17,-2.6457433700561523,0.7071051001548767,-8.881784197001252e-16,0.684934139251709,-0.0006522543262690306,0.48756343126296997,360837.28125,195483.4375,64.0,32.5,177.29190063476562,175.79910278320312,144.0,98.5,349.5322265625,341.9521484375,1.1344561576843262,0.7272888422012329,350.8512878417969,343.30096435546875,0.0,-0.0011481591500341892,0.003374530700966716,0.9998181462287903,0.9602973461151123,2.684876321268348e-08,3.15145385343385e-08,0.03969988971948624,2.714655011004652e-06,181.92738342285156,4582.56689453125,1.0,1.0,82.0,82.0,1.0,1.0,2048.0,1111.265625,564.1583862304688,153.0,128.0,2048.0,1111.265625,2201.0,1239.265625,0.109375,8.0,0.0,0.0,0.0,0.0,1.0,0.234375,0.0,0.42360755801200867,15.0,0.234375,0.5,1.0496005415916443e-05,1.2320000678300858e-05,15.455449104309082,0.06445564329624176,390.9306945800781,375.4096984863281,3.1972954273223877,0.4060675799846649,0.0,12.0,8.0,64.0,0.1938374787569046,0.0,0.0,0.20451048016548157,0.1943359375,9.999999974752427e-07,83.0,64.0,2.6457433700561523,5.204170427930421e-18,-1.7320468425750732,0.7071049213409424,3.3306690738754696e-16,3.570331335067749,-0.0034505927469581366,0.5240337252616882,587897.9375,313343.1875,64.0,32.5,287.19976806640625,280.5234680175781,144.0,98.5,559.294677734375,547.8788452148438,5.126626014709473,2.8325788974761963,561.7017822265625,552.8777465820312,0.0,0.018521985039114952,0.019704848527908325,0.998873233795166,0.9572621583938599,1.443092845221372e-08,1.920700043456236e-08,0.042736250907182693,1.5579654473185656e-06,114.18610382080078,2671.87939453125,1.0,1.0,82.0,82.0,1.0,1.0,2048.0,1111.71875,570.8567504882812,153.0,128.0,2048.0,1111.71875,2201.0,1239.71875,0.140625,8.0,0.0,0.0,0.0,0.0,1.0,0.171875,0.0,0.37727177143096924,11.0,0.171875,0.5,8.991992217488587e-06,1.1967989848926663e-05,26.57244300842285,0.056752871721982956,623.1055908203125,596.4754028320312,2.9565980434417725,0.32426050305366516,0.0,13.0,8.0,64.0,0.2555776834487915,0.0,0.0,0.19359973073005676,0.1708984375,9.999999974752427e-07,83.0,64.0
84,2.6457433700561523,-1.734723475976807e-18,-0.7745950818061829,0.49999871850013733,-1.1102230246251565e-16,0.8859050273895264,-0.0005603250465355814,0.515303373336792,367518.40625,250973.796875,64.0,32.5,191.79800415039062,183.80577087402344,176.0,103.0,360.68963623046875,350.59820556640625,1.3232550621032715,0.8119128346443176,361.9909362792969,352.0365295410156,0.0,-0.019283447414636612,0.003197895362973213,0.9999129176139832,0.9482079148292542,2.3059994802565598e-08,3.76776370103471e-08,0.05178960785269737,2.4024504909903044e-06,215.4130401611328,4159.38720703125,1.0,1.0,83.0,83.0,1.0,1.0,2048.0,1377.859375,531.0669555664062,188.0,139.75,2048.0,1377.859375,2236.0,1517.609375,0.28125,8.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.24206146597862244,4.0,0.0625,0.75,9.440002031624317e-06,1.542398240417242e-05,21.135908126831055,0.06505096703767776,409.3670349121094,388.1650695800781,3.1480536460876465,0.4058126211166382,0.0,17.0,8.0,64.0,0.30302879214286804,0.0,0.0,0.2705727517604828,0.1513671875,9.999999974752427e-07,84.0,64.0,2.6457433700561523,1.734723475976807e-18,-1.2909917831420898,0.49999871850013733,1.1102230246251565e-16,2.4250285625457764,-0.0031740376725792885,0.5587687492370605,581389.5625,384903.375,64.0,32.5,284.0202941894531,281.3062438964844,176.0,103.0,561.7716064453125,558.025146484375,3.9501209259033203,2.1570889949798584,564.281494140625,562.1630249023438,0.0,0.023232657462358475,0.0194353349506855,0.9987214803695679,0.9450745582580566,1.7115725725602715e-08,2.5417344673428488e-08,0.05492366850376129,1.7065405018001911e-06,140.15577697753906,2551.82861328125,1.0,1.0,83.0,83.0,1.0,1.0,2048.0,1367.515625,552.0525512695312,188.0,139.75,2048.0,1367.515625,2236.0,1507.265625,0.296875,8.0,0.0,0.0,0.0,0.0,1.0,0.09375,0.0,0.2914806008338928,6.0,0.09375,0.75,1.0688003385439515e-05,1.587199221830815e-05,34.242767333984375,0.05460021272301674,624.4551391601562,590.1566772460938,3.0209829807281494,0.31876423954963684,0.0,17.0,8.0,64.0,0.3077823519706726,0.0,0.0,0.2707657814025879,0.130859375,9.999999974752427e-07,84.0,64.0
85,0.9999979734420776,6.938893903907228e-18,-1.7320468425750732,0.6123711466789246,4.440892098500626e-16,0.5954718589782715,-0.0005972671788185835,0.48721379041671753,369623.4375,271811.375,64.0,32.5,185.50985717773438,179.72442626953125,272.0,130.0,384.9552917480469,338.3450927734375,1.6464200019836426,0.8874386548995972,386.25146484375,339.8898010253906,0.0,0.010354170575737953,0.0026153556536883116,0.9997864961624146,0.9372815489768982,2.0835967617927054e-08,3.321441965908889e-08,0.06271595507860184,2.452091393934097e-06,231.50674438476562,3691.35302734375,1.0,1.0,84.0,84.0,1.0,1.0,2048.0,1505.53125,612.2169799804688,284.0,172.875,2048.0,1505.53125,2327.0,1678.40625,0.4375,8.0,0.0,0.0,0.0,0.0,1.0,0.21875,0.0,0.4133986532688141,14.0,0.21875,0.625,8.672010153532028e-06,1.3823970220983028e-05,26.038516998291016,0.0641070008277893,416.203857421875,390.1001892089844,3.249555826187134,0.4166434705257416,0.0,21.0,8.0,64.0,0.3759649395942688,0.0,0.0,0.23727525770664215,0.12890625,9.999999974752427e-07,85.0,64.0,2.6457433700561523,-8.673617379884035e-18,-0.7745950818061829,0.6123709082603455,-5.551115123125783e-16,1.8536710739135742,-0.0024933544918894768,0.5375044941902161,562411.3125,370384.125,64.0,32.5,274.7490539550781,271.3851623535156,272.0,130.0,554.2259521484375,553.9691772460938,4.172647953033447,2.211205244064331,558.8545532226562,558.3426513671875,0.0,-0.012771902605891228,0.017614074051380157,0.9992486834526062,0.94339919090271,1.1528091370394122e-08,2.1575525366301918e-08,0.05659922584891319,1.5670703987780144e-06,144.1061248779297,2546.079345703125,1.0,1.0,84.0,84.0,1.0,1.0,2048.0,1362.546875,623.0286254882812,284.0,172.875,2048.0,1362.546875,2327.0,1535.421875,0.34375,8.0,0.0,0.0,0.0,0.0,1.0,0.09375,0.0,0.2914806008338928,6.0,0.09375,0.625,6.9759989855811e-06,1.3056007446721196e-05,34.192596435546875,0.05731632187962532,605.1304321289062,570.8795776367188,2.9343817234039307,0.3159051239490509,0.0,17.0,8.0,64.0,0.2948428988456726,0.0,0.0,0.247171089053154,0.162109375,9.999999974752427e-07,85.0,64.0
86,2.6457433700561523,0.0,-0.9999979734420776,0.6123707890510559,0.0,0.5463166236877441,-0.0007006629020906985,0.5226243138313293,370722.78125,274095.6875,64.0,32.5,200.6310272216797,184.8438720703125,272.0,125.5,359.02862548828125,351.32684326171875,1.3139429092407227,0.7995142936706543,359.7729187011719,352.7665100097656,0.0,-0.007918119430541992,0.0030825305730104446,0.9997553825378418,0.9386069774627686,2.6594300095439394e-08,3.880892407437386e-08,0.06139053404331207,2.447359520374448e-06,231.9874267578125,3778.879638671875,1.0,1.0,85.0,85.0,1.0,1.0,2048.0,1500.390625,584.5009765625,276.0,165.0,2048.0,1500.390625,2287.0,1665.390625,0.359375,8.0,0.0,0.0,0.0,0.0,1.0,0.09375,0.0,0.2914806008338928,6.0,0.09375,0.625,1.1008000001311302e-05,1.606391742825508e-05,25.34641456604004,0.064555324614048,413.92327880859375,388.5112609863281,3.336825132369995,0.40795090794563293,0.0,20.0,8.0,64.0,0.3498474061489105,0.0,0.0,0.2635723352432251,0.1396484375,9.999999974752427e-07,86.0,64.0,2.6457433700561523,-1.5612511283791264e-17,-0.7745950818061829,0.8660231232643127,-9.992007221626409e-16,2.8270740509033203,-0.0024851979687809944,0.5705031156539917,565992.1875,397792.21875,64.0,32.5,276.74371337890625,273.76409912109375,272.0,125.5,539.7877807617188,528.6293334960938,4.161510944366455,2.042400598526001,542.0038452148438,533.0613403320312,0.0,0.03360807150602341,0.02130209468305111,0.9995623826980591,0.9408277869224548,1.6665822499817295e-08,2.7357117460269365e-08,0.05917038023471832,1.7697619796308572e-06,151.689208984375,2563.600341796875,1.0,1.0,85.0,85.0,1.0,1.0,2048.0,1447.1875,596.2399291992188,276.0,165.0,2048.0,1447.1875,2287.0,1612.1875,0.3125,8.0,0.0,0.0,0.0,0.0,1.0,0.15625,0.0,0.36309218406677246,10.0,0.15625,0.25,1.0175994248129427e-05,1.6703997971490026e-05,36.07434844970703,0.05452629178762436,610.590576171875,574.4605712890625,2.953951835632324,0.31785669922828674,0.0,18.0,8.0,64.0,0.3006998598575592,0.0,0.0,0.25579023361206055,0.224609375,9.999999974752427e-07,86.0,64.0
87,1.2909917831420898,-1.734723475976807e-18,-2.6457433700561523,0.6123709678649902,-1.1102230246251565e-16,1.1254711151123047,-0.000605560839176178,0.525034487247467,362772.4375,260611.140625,64.0,32.5,180.83216857910156,178.73788452148438,192.0,112.0,366.07879638671875,349.5325927734375,1.3862628936767578,0.842222273349762,367.7313232421875,351.0485534667969,0.0,0.029057327657938004,0.0037084140349179506,0.99992436170578,0.9407749176025391,2.800174137007616e-08,2.9517600808048883e-08,0.05922241508960724,2.590428948678891e-06,233.27590942382812,3938.97998046875,1.0,1.0,86.0,86.0,1.0,1.0,2048.0,1462.046875,462.73583984375,204.0,150.5,2048.0,1462.046875,2252.0,1612.546875,0.296875,8.0,0.0,0.0,0.0,0.0,1.0,0.21875,0.0,0.4133986532688141,14.0,0.21875,0.625,1.1231983080506325e-05,1.1840020306408405e-05,23.690011978149414,0.06512181460857391,401.1173095703125,377.3611145019531,3.122722864151001,0.4106474220752716,0.0,19.0,8.0,64.0,0.33735737204551697,0.0,0.0,0.2783534824848175,0.115234375,9.999999974752427e-07,87.0,64.0,2.6457433700561523,-6.938893903907228e-18,-0.5773489475250244,0.6123707294464111,-4.440892098500626e-16,4.017238616943359,-0.002750324085354805,0.5646018385887146,595026.5625,454398.9375,64.0,32.5,295.4625549316406,289.5588073730469,192.0,112.0,570.6314697265625,544.3726806640625,5.013794898986816,2.705369234085083,573.1585083007812,549.2059326171875,0.0,0.01957818679511547,0.02063829079270363,0.9992110729217529,0.9360527992248535,1.6624882803739638e-08,2.2381570374818693e-08,0.06394555419683456,1.615681412658887e-06,155.54672241210938,2432.48681640625,1.0,1.0,86.0,86.0,1.0,1.0,2048.0,1567.171875,461.8966064453125,204.0,150.5,2048.0,1567.171875,2252.0,1717.671875,0.390625,8.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.24206146597862244,4.0,0.0625,0.625,1.0719988495111465e-05,1.443199289496988e-05,41.17620086669922,0.0569087378680706,644.81591796875,603.5817260742188,2.903780698776245,0.32047519087791443,0.0,20.0,8.0,64.0,0.32942503690719604,0.0,0.0,0.2702885866165161,0.12890625,9.999999974752427e-07,87.0,64.0
88,1.7320468425750732,-1.3877787807814457e-17,-0.9999979734420776,0.6123710870742798,-8.881784197001252e-16,0.7828047275543213,-0.0007878139731474221,0.512584388256073,374653.78125,243855.4375,64.0,32.5,183.9883270263672,181.45469665527344,256.0,112.0,364.36126708984375,334.6014709472656,1.9347699880599976,0.9102709889411926,365.67401123046875,336.1730651855469,0.0,0.043060075491666794,0.003369044279679656,0.9996928572654724,0.9435330033302307,2.153435119112146e-08,3.31473337666921e-08,0.05646442621946335,2.5135791474895086e-06,206.1644744873047,3651.2275390625,1.0,1.0,87.0,87.0,1.0,1.0,2048.0,1340.328125,585.425048828125,257.0,150.375,2048.0,1340.328125,2305.0,1490.703125,0.328125,8.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.33071890473365784,8.0,0.125,0.625,8.960021659731865e-06,1.3791956007480621e-05,23.428462982177734,0.06527858227491379,416.0804138183594,392.5856018066406,3.3528337478637695,0.4050367772579193,0.0,18.0,8.0,64.0,0.3534274697303772,0.0,0.0,0.25731903314590454,0.1728515625,9.999999974752427e-07,88.0,64.0,2.6457433700561523,-6.938893903907228e-18,-0.5773489475250244,0.6123707294464111,-4.440892098500626e-16,2.1083767414093018,-0.0026123991701751947,0.5465115308761597,574620.8125,368709.9375,64.0,32.5,280.94879150390625,277.31768798828125,256.0,112.0,558.5012817382812,536.3570556640625,4.0403289794921875,2.1263177394866943,560.9183349609375,540.5836181640625,0.0,0.032463815063238144,0.020366813987493515,0.9994374513626099,0.9445815682411194,1.690118089925363e-08,2.1774551939302e-08,0.05541672930121422,1.6666243709551054e-06,137.53768920898438,2481.88037109375,1.0,1.0,87.0,87.0,1.0,1.0,2048.0,1326.453125,589.8003540039062,257.0,150.375,2048.0,1326.453125,2305.0,1476.828125,0.328125,8.0,0.0,0.0,0.0,0.0,1.0,0.0625,0.0,0.24206146597862244,4.0,0.0625,0.625,1.0431991540826857e-05,1.344000338576734e-05,34.14860534667969,0.056508515030145645,617.2344360351562,583.0283203125,3.062917947769165,0.320443332195282,0.0,17.0,8.0,64.0,0.32177016139030457,0.0,0.0,0.2569831907749176,0.1484375,9.999999974752427e-07,88.0,64.0
